,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FIGNER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FIGNER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
60,"[0.6018850803375244, 0.917867124080658, 4.896705831924919e-07]","[0.4649096131324768, 0.7971700429916382, -0.08617552369832993]","[0.3908778727054596, 0.6541280746459961, -0.19834004342556]","[0.3206593990325928, 0.554373025894165, -0.27808600664138794]","[0.18750649690628052, 0.4818515181541443, -0.35014399886131287]","[0.4323481321334839, 0.779433012008667, -0.4710797667503357]","[0.6648129224777222, 0.6329010725021362, -0.6022519469261169]","[0.6695094704627991, 0.5963925719261169, -0.612801194190979]","[0.6367524862289429, 0.5778855085372925, -0.6036351919174194]","[0.6061336994171143, 0.8529684543609619, -0.48276206851005554]","[0.8298248648643494, 0.6709277033805847, -0.59437096118927]","[0.7622873783111572, 0.644910991191864, -0.521868884563446]","[0.6937940120697021, 0.6540552377700806, -0.47657114267349243]","[0.7656971216201782, 0.8976132869720459, -0.48031172156333923]","[0.9414014220237732, 0.7214164733886719, -0.542908251285553]","[0.8778850436210632, 0.6908201575279236, -0.41594672203063965]","[0.8262759447097778, 0.6932533979415894, -0.3357395529747009]","[0.8958487510681152, 0.922282338142395, -0.48351603746414185]","[1.0034936666488647, 0.7768264412879944, -0.49240970611572266]","[0.9621076583862305, 0.7379361391067505, -0.4062235355377197]",
61,"[0.6018850803375244, 0.917867124080658, 4.896705831924919e-07]","[0.4649096131324768, 0.7971700429916382, -0.08617552369832993]","[0.3908778727054596, 0.6541280746459961, -0.19834004342556]","[0.3206593990325928, 0.554373025894165, -0.27808600664138794]","[0.18750649690628052, 0.4818515181541443, -0.35014399886131287]","[0.4323481321334839, 0.779433012008667, -0.4710797667503357]","[0.6648129224777222, 0.6329010725021362, -0.6022519469261169]","[0.6695094704627991, 0.5963925719261169, -0.612801194190979]","[0.6367524862289429, 0.5778855085372925, -0.6036351919174194]","[0.6061336994171143, 0.8529684543609619, -0.48276206851005554]","[0.8298248648643494, 0.6709277033805847, -0.59437096118927]","[0.7622873783111572, 0.644910991191864, -0.521868884563446]","[0.6937940120697021, 0.6540552377700806, -0.47657114267349243]","[0.7656971216201782, 0.8976132869720459, -0.48031172156333923]","[0.9414014220237732, 0.7214164733886719, -0.542908251285553]","[0.8778850436210632, 0.6908201575279236, -0.41594672203063965]","[0.8262759447097778, 0.6932533979415894, -0.3357395529747009]","[0.8958487510681152, 0.922282338142395, -0.48351603746414185]","[1.0034936666488647, 0.7768264412879944, -0.49240970611572266]","[0.9621076583862305, 0.7379361391067505, -0.4062235355377197]",
62,"[0.7961310148239136, 0.8714078664779663, 8.026260616134095e-07]","[0.9193246960639954, 0.793785572052002, -0.058676160871982574]","[0.8689419031143188, 0.6799776554107666, -0.13401538133621216]","[0.7284727692604065, 0.5969474911689758, -0.1862034797668457]","[0.635648787021637, 0.5438569188117981, -0.24496398866176605]","[0.9474949836730957, 0.7231587767601013, -0.30045849084854126]","[0.8035520315170288, 0.609472930431366, -0.39345782995224]","[0.7098777890205383, 0.5450664162635803, -0.4218153655529022]","[0.641165018081665, 0.49315130710601807, -0.43873506784439087]","[0.811427652835846, 0.767096996307373, -0.3142963647842407]","[0.6073348522186279, 0.6377648711204529, -0.40760621428489685]","[0.5809240937232971, 0.5870484113693237, -0.4118857681751251]","[0.6105077266693115, 0.5585896968841553, -0.4151510000228882]","[0.6815917491912842, 0.8017935156822205, -0.31754398345947266]","[0.4957902133464813, 0.6671245098114014, -0.39920130372047424]","[0.48478156328201294, 0.6136220693588257, -0.38682159781455994]","[0.5219261050224304, 0.585356593132019, -0.37141379714012146]","[0.5664242506027222, 0.8236385583877563, -0.31813088059425354]","[0.44772055745124817, 0.7092467546463013, -0.3925585150718689]","[0.4395076036453247, 0.6535921096801758, -0.4012890160083771]","[0.45723116397857666, 0.6198672652244568, -0.4009860157966614]"
63,"[0.7961310148239136, 0.8714078664779663, 8.026260616134095e-07]","[0.9193246960639954, 0.793785572052002, -0.058676160871982574]","[0.8689419031143188, 0.6799776554107666, -0.13401538133621216]","[0.7284727692604065, 0.5969474911689758, -0.1862034797668457]","[0.635648787021637, 0.5438569188117981, -0.24496398866176605]","[0.9474949836730957, 0.7231587767601013, -0.30045849084854126]","[0.8035520315170288, 0.609472930431366, -0.39345782995224]","[0.7098777890205383, 0.5450664162635803, -0.4218153655529022]","[0.641165018081665, 0.49315130710601807, -0.43873506784439087]","[0.811427652835846, 0.767096996307373, -0.3142963647842407]","[0.6073348522186279, 0.6377648711204529, -0.40760621428489685]","[0.5809240937232971, 0.5870484113693237, -0.4118857681751251]","[0.6105077266693115, 0.5585896968841553, -0.4151510000228882]","[0.6815917491912842, 0.8017935156822205, -0.31754398345947266]","[0.4957902133464813, 0.6671245098114014, -0.39920130372047424]","[0.48478156328201294, 0.6136220693588257, -0.38682159781455994]","[0.5219261050224304, 0.585356593132019, -0.37141379714012146]","[0.5664242506027222, 0.8236385583877563, -0.31813088059425354]","[0.44772055745124817, 0.7092467546463013, -0.3925585150718689]","[0.4395076036453247, 0.6535921096801758, -0.4012890160083771]","[0.45723116397857666, 0.6198672652244568, -0.4009860157966614]"
64,"[0.7237281799316406, 0.3992893695831299, -7.557234766863985e-07]","[0.6754522323608398, 0.5027351379394531, -0.11153241246938705]","[0.5587326884269714, 0.5589016079902649, -0.1682974398136139]","[0.44625282287597656, 0.5296375155448914, -0.2163364291191101]","[0.3636196553707123, 0.454245388507843, -0.24213741719722748]","[0.36300960183143616, 0.5740661025047302, -0.06889305263757706]","[0.25263410806655884, 0.5522308349609375, -0.16195175051689148]","[0.344735324382782, 0.5317361950874329, -0.19298452138900757]","[0.4066363275051117, 0.5249695777893066, -0.18986551463603973]","[0.3534373342990875, 0.4637922942638397, -0.04066188260912895]","[0.2570115029811859, 0.42566153407096863, -0.13972072303295135]","[0.3924606740474701, 0.4219314754009247, -0.15216155350208282]","[0.434900164604187, 0.43633735179901123, -0.1277742236852646]","[0.36475899815559387, 0.36012154817581177, -0.031226105988025665]","[0.31366610527038574, 0.3239397406578064, -0.130321204662323]","[0.43602126836776733, 0.3376765549182892, -0.11552857607603073]","[0.4881569743156433, 0.3585726320743561, -0.06928599625825882]","[0.38559144735336304, 0.26386862993240356, -0.03056243062019348]","[0.27587831020355225, 0.25236770510673523, -0.07462343573570251]","[0.22149287164211273, 0.24086658656597137, -0.06452134996652603]",
65,"[0.7237281799316406, 0.3992893695831299, -7.557234766863985e-07]","[0.6754522323608398, 0.5027351379394531, -0.11153241246938705]","[0.5587326884269714, 0.5589016079902649, -0.1682974398136139]","[0.44625282287597656, 0.5296375155448914, -0.2163364291191101]","[0.3636196553707123, 0.454245388507843, -0.24213741719722748]","[0.36300960183143616, 0.5740661025047302, -0.06889305263757706]","[0.25263410806655884, 0.5522308349609375, -0.16195175051689148]","[0.344735324382782, 0.5317361950874329, -0.19298452138900757]","[0.4066363275051117, 0.5249695777893066, -0.18986551463603973]","[0.3534373342990875, 0.4637922942638397, -0.04066188260912895]","[0.2570115029811859, 0.42566153407096863, -0.13972072303295135]","[0.3924606740474701, 0.4219314754009247, -0.15216155350208282]","[0.434900164604187, 0.43633735179901123, -0.1277742236852646]","[0.36475899815559387, 0.36012154817581177, -0.031226105988025665]","[0.31366610527038574, 0.3239397406578064, -0.130321204662323]","[0.43602126836776733, 0.3376765549182892, -0.11552857607603073]","[0.4881569743156433, 0.3585726320743561, -0.06928599625825882]","[0.38559144735336304, 0.26386862993240356, -0.03056243062019348]","[0.27587831020355225, 0.25236770510673523, -0.07462343573570251]","[0.22149287164211273, 0.24086658656597137, -0.06452134996652603]",
66,"[0.7780976295471191, 0.8199121952056885, 7.87004069024988e-07]","[0.7191389799118042, 0.7384082078933716, -0.009150305762887001]","[0.6298056840896606, 0.6819575428962708, -0.019650613889098167]","[0.5625328421592712, 0.6691867709159851, -0.030404753983020782]","[0.5143729448318481, 0.681194543838501, -0.04291775822639465]","[0.6090942621231079, 0.6356633305549622, -0.038968153297901154]","[0.49219387769699097, 0.5588488578796387, -0.07892391085624695]","[0.4006797671318054, 0.4964500665664673, -0.10864835977554321]","[0.32678359746932983, 0.4478636384010315, -0.1265520304441452]","[0.5992668867111206, 0.6674637198448181, -0.051112737506628036]","[0.47985053062438965, 0.5757993459701538, -0.08608559519052505]","[0.38538533449172974, 0.5022450685501099, -0.11095043271780014]","[0.3056919276714325, 0.43733400106430054, -0.12700161337852478]","[0.5906981825828552, 0.7086173295974731, -0.06322696059942245]","[0.4807482957839966, 0.6117143034934998, -0.08957415074110031]","[0.39689871668815613, 0.5380727648735046, -0.10405202955007553]","[0.32767176628112793, 0.47605499625205994, -0.11247983574867249]","[0.5835191011428833, 0.7625393271446228, -0.07616188377141953]","[0.5035117864608765, 0.678980827331543, -0.09724737703800201]","[0.4412890672683716, 0.6101586222648621, -0.10509254038333893]","[0.38605019450187683, 0.5489341020584106, -0.10910040140151978]"
67,"[0.7780976295471191, 0.8199121952056885, 7.87004069024988e-07]","[0.7191389799118042, 0.7384082078933716, -0.009150305762887001]","[0.6298056840896606, 0.6819575428962708, -0.019650613889098167]","[0.5625328421592712, 0.6691867709159851, -0.030404753983020782]","[0.5143729448318481, 0.681194543838501, -0.04291775822639465]","[0.6090942621231079, 0.6356633305549622, -0.038968153297901154]","[0.49219387769699097, 0.5588488578796387, -0.07892391085624695]","[0.4006797671318054, 0.4964500665664673, -0.10864835977554321]","[0.32678359746932983, 0.4478636384010315, -0.1265520304441452]","[0.5992668867111206, 0.6674637198448181, -0.051112737506628036]","[0.47985053062438965, 0.5757993459701538, -0.08608559519052505]","[0.38538533449172974, 0.5022450685501099, -0.11095043271780014]","[0.3056919276714325, 0.43733400106430054, -0.12700161337852478]","[0.5906981825828552, 0.7086173295974731, -0.06322696059942245]","[0.4807482957839966, 0.6117143034934998, -0.08957415074110031]","[0.39689871668815613, 0.5380727648735046, -0.10405202955007553]","[0.32767176628112793, 0.47605499625205994, -0.11247983574867249]","[0.5835191011428833, 0.7625393271446228, -0.07616188377141953]","[0.5035117864608765, 0.678980827331543, -0.09724737703800201]","[0.4412890672683716, 0.6101586222648621, -0.10509254038333893]","[0.38605019450187683, 0.5489341020584106, -0.10910040140151978]"
68,"[0.4917970597743988, 0.9782590270042419, -1.4113221595835057e-06]","[0.6563364863395691, 0.8913834095001221, -0.09596921503543854]","[0.6540647745132446, 0.6973503828048706, -0.14695093035697937]","[0.47302505373954773, 0.580165684223175, -0.18752683699131012]","[0.33789685368537903, 0.5097453594207764, -0.20748601853847504]","[0.5207357406616211, 0.5763190388679504, -0.04618139564990997]","[0.5274879932403564, 0.4507523775100708, -0.18292172253131866]","[0.5395053029060364, 0.5704255104064941, -0.2724244296550751]","[0.5401937961578369, 0.6768816113471985, -0.31347182393074036]","[0.37925249338150024, 0.581185519695282, -0.06513802707195282]","[0.382842093706131, 0.4130415916442871, -0.24707230925559998]","[0.4223831295967102, 0.519349217414856, -0.3349601924419403]","[0.4640912115573883, 0.5993970632553101, -0.3339945077896118]","[0.25113940238952637, 0.6175001263618469, -0.1070370227098465]","[0.17251098155975342, 0.42232173681259155, -0.24374860525131226]","[0.13776451349258423, 0.29948684573173523, -0.3351098895072937]","[0.11163726449012756, 0.1778242290019989, -0.36754098534584045]","[0.13316670060157776, 0.6874977946281433, -0.14881585538387299]","[0.0107649564743042, 0.5675545334815979, -0.20261166989803314]","[-0.05950835347175598, 0.5089254975318909, -0.21470661461353302]",
69,"[0.4917970597743988, 0.9782590270042419, -1.4113221595835057e-06]","[0.6563364863395691, 0.8913834095001221, -0.09596921503543854]","[0.6540647745132446, 0.6973503828048706, -0.14695093035697937]","[0.47302505373954773, 0.580165684223175, -0.18752683699131012]","[0.33789685368537903, 0.5097453594207764, -0.20748601853847504]","[0.5207357406616211, 0.5763190388679504, -0.04618139564990997]","[0.5274879932403564, 0.4507523775100708, -0.18292172253131866]","[0.5395053029060364, 0.5704255104064941, -0.2724244296550751]","[0.5401937961578369, 0.6768816113471985, -0.31347182393074036]","[0.37925249338150024, 0.581185519695282, -0.06513802707195282]","[0.382842093706131, 0.4130415916442871, -0.24707230925559998]","[0.4223831295967102, 0.519349217414856, -0.3349601924419403]","[0.4640912115573883, 0.5993970632553101, -0.3339945077896118]","[0.25113940238952637, 0.6175001263618469, -0.1070370227098465]","[0.17251098155975342, 0.42232173681259155, -0.24374860525131226]","[0.13776451349258423, 0.29948684573173523, -0.3351098895072937]","[0.11163726449012756, 0.1778242290019989, -0.36754098534584045]","[0.13316670060157776, 0.6874977946281433, -0.14881585538387299]","[0.0107649564743042, 0.5675545334815979, -0.20261166989803314]","[-0.05950835347175598, 0.5089254975318909, -0.21470661461353302]",
70,"[0.3215901255607605, 0.8705983757972717, 1.928158894770604e-07]","[0.2469882071018219, 0.811867356300354, -0.05185949429869652]","[0.27230700850486755, 0.7132248878479004, -0.11835313588380814]","[0.3491637110710144, 0.6566368937492371, -0.19239509105682373]","[0.44151827692985535, 0.643956184387207, -0.2577608525753021]","[0.3819032907485962, 0.581510066986084, -0.05931374803185463]","[0.360751748085022, 0.5119098424911499, -0.17299823462963104]","[0.32480329275131226, 0.5863152742385864, -0.25081512331962585]","[0.3176631033420563, 0.6593962907791138, -0.28623253107070923]","[0.4575221836566925, 0.5665995478630066, -0.08964907377958298]","[0.42626774311065674, 0.4150529205799103, -0.17990534007549286]","[0.4091111421585083, 0.3288019001483917, -0.2242736518383026]","[0.40492260456085205, 0.23312506079673767, -0.24648350477218628]","[0.5283240079879761, 0.5912814140319824, -0.13494694232940674]","[0.6063244938850403, 0.42057186365127563, -0.21905633807182312]","[0.6436575651168823, 0.33553546667099, -0.23775938153266907]","[0.6682132482528687, 0.25667884945869446, -0.23899896442890167]","[0.6027336716651917, 0.645561933517456, -0.184463769197464]","[0.7053330540657043, 0.5380121469497681, -0.226727694272995]","[0.7647525072097778, 0.46925222873687744, -0.2208743691444397]","[0.8051856756210327, 0.4066191017627716, -0.21197816729545593]"
71,"[0.3215901255607605, 0.8705983757972717, 1.928158894770604e-07]","[0.2469882071018219, 0.811867356300354, -0.05185949429869652]","[0.27230700850486755, 0.7132248878479004, -0.11835313588380814]","[0.3491637110710144, 0.6566368937492371, -0.19239509105682373]","[0.44151827692985535, 0.643956184387207, -0.2577608525753021]","[0.3819032907485962, 0.581510066986084, -0.05931374803185463]","[0.360751748085022, 0.5119098424911499, -0.17299823462963104]","[0.32480329275131226, 0.5863152742385864, -0.25081512331962585]","[0.3176631033420563, 0.6593962907791138, -0.28623253107070923]","[0.4575221836566925, 0.5665995478630066, -0.08964907377958298]","[0.42626774311065674, 0.4150529205799103, -0.17990534007549286]","[0.4091111421585083, 0.3288019001483917, -0.2242736518383026]","[0.40492260456085205, 0.23312506079673767, -0.24648350477218628]","[0.5283240079879761, 0.5912814140319824, -0.13494694232940674]","[0.6063244938850403, 0.42057186365127563, -0.21905633807182312]","[0.6436575651168823, 0.33553546667099, -0.23775938153266907]","[0.6682132482528687, 0.25667884945869446, -0.23899896442890167]","[0.6027336716651917, 0.645561933517456, -0.184463769197464]","[0.7053330540657043, 0.5380121469497681, -0.226727694272995]","[0.7647525072097778, 0.46925222873687744, -0.2208743691444397]","[0.8051856756210327, 0.4066191017627716, -0.21197816729545593]"
72,"[0.3463422358036041, 0.8139804601669312, -1.4537947663484374e-06]","[0.5658049583435059, 0.7282205820083618, -0.09401313215494156]","[0.6930130124092102, 0.49601614475250244, -0.11061397194862366]","[0.7603811621665955, 0.29425960779190063, -0.12089022248983383]","[0.8266977071762085, 0.169170081615448, -0.10522840172052383]","[0.47028398513793945, 0.36366966366767883, -0.007655974943190813]","[0.47994643449783325, 0.20916330814361572, -0.11257938295602798]","[0.5190826654434204, 0.35760754346847534, -0.14810773730278015]","[0.5203770995140076, 0.4431178867816925, -0.1475580781698227]","[0.3426494598388672, 0.39030855894088745, 0.009139802306890488]","[0.35709095001220703, 0.2513306140899658, -0.12119301408529282]","[0.42837321758270264, 0.43588852882385254, -0.14018046855926514]","[0.43600356578826904, 0.5080649852752686, -0.11359661817550659]","[0.23072123527526855, 0.44194296002388, 0.0048226541839540005]","[0.25085192918777466, 0.3221774101257324, -0.12235560268163681]","[0.3237950801849365, 0.49049949645996094, -0.06223253905773163]","[0.3265422582626343, 0.5615487098693848, 0.018734587356448174]","[0.11515545845031738, 0.5040056705474854, -0.007023444399237633]","[0.15059399604797363, 0.4042899012565613, -0.0761091336607933]","[0.21533678472042084, 0.5220077037811279, -0.023899227380752563]",
